id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
26916,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,C,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,G,A,P,F,D,A,E,G,G,F,F,D,BI,BT,A,AN,AO,A,K,HV,0.682905,0.681761,0.634224,0.345595,0.281143,0.622197,0.768942,0.34445,0.5189,0.67554,0.721444,0.708275,0.456775,0.25882,5298.63
26917,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,C,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,H,A,A,D,G,E,H,J,K,BI,CS,A,AS,L,A,O,HJ,0.470002,0.681761,0.230975,0.652072,0.372405,0.498883,0.468609,0.93736,0.5105,0.43373,0.396226,0.387819,0.633362,0.730459,3965.52
26919,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,A,A,A,A,E,F,I,F,B,G,CO,C,N,AX,J,K,DP,0.50911,0.245921,0.54977,0.452887,0.499798,0.30413,0.315524,0.58354,0.46226,0.38016,0.359572,0.352251,0.339244,0.599314,2067
26920,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,D,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,H,A,A,A,K,H,G,J,G,BU,DW,G,J,S,C,O,LY,0.7263,0.358319,0.356819,0.802892,0.310061,0.713343,0.469223,0.3026,0.67135,0.8351,0.863052,0.879347,0.822493,0.377475,1854.29
26921,B,B,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,D,B,B,B,B,B,B,C,B,D,B,A,A,A,A,A,C,B,C,E,C,D,T,I,D,A,A,I,E,G,K,K,BI,EB,G,AX,Y,E,Q,KW,0.480125,0.299102,0.201309,0.614134,0.534484,0.702646,0.553739,0.56011,0.53774,0.47225,0.550529,0.590961,0.756454,0.331621,3371.72
26922,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,I,A,A,A,F,F,G,F,B,BI,CO,C,D,X,A,K,GC,0.638758,0.555782,0.54977,0.83324,0.836443,0.482425,0.429799,0.67263,0.5189,0.60401,0.464956,0.481306,0.407736,0.69008,1677.14
26924,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,A,C,B,D,B,D,A,A,B,H,D,B,C,E,A,C,T,F,A,A,A,I,E,H,I,G,BI,EG,C,AK,AD,E,N,IH,0.671496,0.199504,0.139862,0.493605,0.281143,0.570444,0.331222,0.73247,0.64296,0.7877,0.377724,0.443374,0.751507,0.478485,1334.99
26927,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,C,B,D,E,A,A,P,I,A,A,A,G,F,F,E,B,BI,CL,G,AK,AY,A,J,HK,0.619821,0.199504,0.356819,0.493605,0.765014,0.477728,0.617567,0.39455,0.5042,0.51666,0.511698,0.500382,0.30435,0.481739,729.37
26928,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,G,H,D,B,C,E,A,C,T,F,A,A,A,K,F,F,H,G,BI,CS,A,E,L,C,N,LM,0.827421,0.488789,0.26357,0.705434,0.281143,0.776142,0.528869,0.75964,0.86398,0.7877,0.784967,0.772574,0.751507,0.792799,930.58
26933,A,B,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,B,A,A,A,A,A,C,B,D,E,E,A,P,G,C,C,C,D,E,I,G,B,AB,CS,A,AO,K,A,K,DC,0.351358,0.488789,0.462347,0.83324,0.811271,0.252511,0.26101,0.59512,0.32496,0.26029,0.24541,0.255941,0.276878,0.189683,6302.71
26936,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,B,H,D,D,E,E,C,A,S,F,A,A,B,E,E,I,I,I,BI,CL,A,AN,BJ,E,N,DP,0.461344,0.737068,0.506105,0.267727,0.937553,0.407919,0.460752,0.50658,0.41471,0.45017,0.341813,0.335036,0.533284,0.279716,1167.98
26937,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,J,A,A,A,D,E,J,H,B,AB,CO,A,J,AS,F,L,CR,0.31405,0.555782,0.634224,0.373816,0.491114,0.252511,0.269279,0.5006,0.33611,0.3148,0.257148,0.26476,0.333292,0.398649,2242.37
26940,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,B,D,D,E,E,E,A,S,L,F,A,A,E,E,J,K,I,BI,BC,A,U,BH,A,N,DJ,0.203108,0.827585,0.462347,0.18295,0.281143,0.311144,0.305843,0.24123,0.30859,0.32446,0.301022,0.295524,0.51666,0.296616,2415.93
26941,A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,D,C,B,D,B,D,A,A,A,A,D,C,C,E,E,C,T,L,G,A,C,H,F,H,H,G,BI,A,A,E,BM,A,O,IE,0.730887,0.422197,0.356819,0.309621,0.725503,0.531477,0.400333,0.67787,0.79047,0.60932,0.625936,0.612906,0.723122,0.811982,6156
26942,A,B,A,B,B,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,C,A,D,L,Q,A,B,G,H,G,F,D,BI,W,C,E,AG,A,J,HK,0.376862,0.299102,0.745801,0.208655,0.281143,0.416467,0.582189,0.2828,0.5042,0.43919,0.678924,0.729856,0.253506,0.812418,4218.03
26947,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,K,A,A,A,E,F,H,F,B,BI,CM,A,AH,AK,C,J,DK,0.497513,0.827585,0.792378,0.215482,0.302678,0.364464,0.389953,0.3128,0.46017,0.47225,0.453334,0.443374,0.321548,0.219355,844.82
26948,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,G,H,D,B,C,E,A,C,T,I,A,A,C,K,G,G,G,G,BI,EG,A,E,L,A,N,LM,0.893232,0.15999,0.230975,0.705434,0.281143,0.665834,0.377559,0.75964,0.93383,0.7877,0.757468,0.74464,0.751507,0.807632,1102.21
26950,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,D,G,F,F,J,K,BI,EB,A,AF,Y,A,M,HK,0.425579,0.737068,0.673861,0.809278,0.525831,0.665573,0.579786,0.92176,0.4832,0.67065,0.685687,0.682413,0.633362,0.211442,6744.85
26955,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,I,A,A,A,G,G,F,F,D,BI,EG,C,AV,J,A,J,HQ,0.578059,0.422197,0.592681,0.452887,0.281143,0.545213,0.810317,0.40603,0.5914,0.5,0.678924,0.665644,0.330336,0.311561,1375.55
26956,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,A,B,D,B,A,A,A,G,H,D,D,C,G,C,D,T,K,A,A,A,G,F,F,J,K,BI,CQ,A,AG,BM,F,N,IT,0.464228,0.620805,0.777587,0.574758,0.643315,0.720503,0.689895,0.75525,0.45391,0.64056,0.711942,0.698722,0.666708,0.782307,3538.84
26957,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,A,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,J,A,A,A,H,E,G,K,K,BI,EB,A,AV,Y,E,Q,GE,0.536592,0.488789,0.215772,0.50382,0.551723,0.745129,0.576296,0.56011,0.53565,0.56081,0.480509,0.481306,0.789182,0.290736,839.36
26960,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,B,H,C,B,C,E,A,C,T,F,A,A,A,K,F,G,H,G,BI,EG,E,S,AD,A,O,LM,0.893232,0.127059,0.187583,0.696873,0.281143,0.746466,0.524784,0.74629,0.93383,0.7877,0.711942,0.698722,0.81255,0.682905,1781.23
26961,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,I,A,A,A,C,D,K,G,B,K,EL,I,AN,AS,A,L,CB,0.273204,0.199504,0.419161,0.259793,0.340543,0.194224,0.245246,0.46477,0.31581,0.22755,0.154404,0.153372,0.271571,0.283785,1848.36
26963,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,D,B,B,C,B,C,B,A,A,A,A,A,D,B,E,D,G,E,R,J,A,A,A,G,D,G,I,F,BI,BP,C,O,S,J,M,HH,0.636078,0.245921,0.246911,0.730249,0.302678,0.611915,0.406271,0.5245,0.64873,0.79139,0.377724,0.369858,0.689974,0.488316,1343.06
26968,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,C,D,B,B,C,B,B,B,A,A,A,A,A,C,B,C,E,D,A,N,I,A,A,A,C,E,M,L,I,BI,EL,C,AF,BH,F,N,BY,0.105979,0.422197,0.592681,0.176921,0.281143,0.167601,0.225708,0.23688,0.17201,0.2123,0.164865,0.163548,0.41096,0.211274,1687.87
26969,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,B,G,C,T,L,C,A,A,M,E,D,H,G,BI,DW,A,AS,Y,A,Q,JX,0.961159,0.620805,0.246911,0.821574,0.397069,0.966438,0.640047,0.58934,0.97621,0.8351,0.895938,0.887214,0.906079,0.731913,3591.86
26971,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,B,D,E,D,A,P,I,A,A,A,C,E,L,H,B,K,AD,C,AN,AF,A,L,CB,0.197534,0.245921,0.462347,0.215482,0.288217,0.159557,0.192297,0.2638,0.20815,0.17751,0.158522,0.157379,0.256038,0.26131,942.45
26976,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,B,B,B,C,B,B,C,A,A,A,G,H,D,B,E,E,C,A,S,O,A,A,A,E,E,H,G,I,BI,E,A,AY,BJ,A,M,DP,0.449838,0.199504,0.462347,0.267727,0.711452,0.396327,0.379208,0.41762,0.34365,0.29595,0.324486,0.318249,0.391741,0.548762,4304.19
26979,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,D,B,C,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,I,A,A,G,E,F,I,F,B,G,AI,A,AN,AX,J,K,DP,0.520698,0.422197,0.54977,0.452887,0.499798,0.314683,0.370419,0.58354,0.46226,0.38016,0.341813,0.352251,0.339244,0.283963,4026.7
26982,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,C,A,D,D,D,E,C,A,P,M,A,A,A,F,F,G,F,B,BI,BC,A,E,BM,E,K,GS,0.514906,0.100099,0.484196,0.383428,0.777274,0.393798,0.450665,0.54236,0.39849,0.38541,0.422624,0.443374,0.30435,0.80407,1128.09
26986,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,A,D,C,B,B,B,A,A,A,A,A,C,B,E,E,E,A,S,J,A,A,B,D,D,J,G,I,AB,DK,A,AF,X,E,K,CR,0.258492,0.127059,0.246911,0.886774,0.422268,0.201314,0.261486,0.60659,0.2418,0.22366,0.169206,0.167768,0.231475,0.214863,689.02
26996,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,D,C,B,D,B,A,A,A,B,H,D,D,C,E,E,D,T,F,A,A,A,E,E,J,J,K,BI,CL,A,F,BJ,C,O,DP,0.340859,0.737068,0.506105,0.267727,0.924177,0.36993,0.400333,0.47669,0.31945,0.36458,0.341813,0.335036,0.598688,0.742027,535.34
26997,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,J,A,A,A,H,E,F,K,K,BI,EB,C,E,AW,E,P,HX,0.490265,0.422197,0.356819,0.364302,0.61906,0.767443,0.731233,0.33372,0.45183,0.61984,0.511698,0.55738,0.758902,0.809369,1366.58
26998,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,B,G,C,T,K,A,A,A,O,D,F,H,G,BU,EL,A,E,Y,C,P,KB,0.912963,0.15999,0.041833,0.54456,0.372405,0.858672,0.468855,0.44697,0.92444,0.8351,0.511698,0.576121,0.861364,0.824945,3002.75
26999,A,B,A,A,B,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,D,D,A,A,A,A,A,D,D,C,E,C,D,T,G,M,A,B,G,F,G,L,E,BI,BT,A,AH,AG,A,Q,HK,0.389196,0.199504,0.527991,0.208655,0.281143,0.682112,0.724409,0.2638,0.38249,0.48889,0.6075,0.594646,0.73885,0.229406,6037.04
27000,A,B,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,G,I,A,A,F,F,G,J,E,BI,CL,C,F,AN,A,O,GS,0.351358,0.245921,0.61366,0.189137,0.281143,0.564961,0.728431,0.2828,0.31945,0.43919,0.4922,0.519456,0.592264,0.599135,3481.88
27004,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,C,G,G,E,H,E,BI,CL,A,AH,A,A,K,HV,0.522145,0.737068,0.762059,0.275813,0.281143,0.700183,0.878275,0.35533,0.42289,0.7877,0.797841,0.785706,0.496667,0.234589,2166.63
27006,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,D,B,B,C,D,B,B,A,B,B,B,A,A,D,G,H,D,B,D,E,E,A,P,O,A,E,A,D,E,J,G,B,AB,EG,A,AN,K,A,L,DC,0.354006,0.555782,0.440642,0.83324,0.405415,0.252511,0.254402,0.59512,0.32496,0.26029,0.257148,0.253044,0.315758,0.469631,574.25
27008,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,L,J,A,A,E,E,H,F,B,BI,CS,A,J,AE,A,K,DJ,0.503312,0.555782,0.527991,0.373816,0.422268,0.336105,0.350175,0.26847,0.41471,0.44467,0.327915,0.32157,0.318646,0.386462,1867.87
27013,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,D,B,C,B,C,B,A,A,B,B,H,B,B,E,E,A,E,R,F,A,A,A,H,D,G,I,F,BI,EL,A,F,S,E,N,HX,0.625272,0.15999,0.139862,0.761209,0.302678,0.649152,0.558612,0.57771,0.64873,0.71775,0.377724,0.369858,0.684242,0.741791,1019.66
27014,A,B,A,A,B,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,D,A,A,A,A,A,D,D,D,E,E,A,P,O,M,A,B,D,E,I,G,B,BI,CO,A,AN,AS,A,L,CR,0.356663,0.737068,0.634224,0.373816,0.491114,0.27254,0.295775,0.5006,0.33611,0.3148,0.257148,0.26476,0.339244,0.283541,4796.16
27024,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,B,D,A,A,C,B,D,B,A,A,A,B,H,C,D,C,E,C,D,T,F,D,A,A,H,F,G,K,K,BI,CS,C,U,L,A,P,IG,0.513457,0.245921,0.419161,0.753703,0.281143,0.717414,0.545432,0.87954,0.521,0.60932,0.711942,0.698722,0.768525,0.295669,3772.73
